type,id,name,category,rarity,conditions,Adventure mode rarity
item,minecraft:nether_brick_slab,Nether Brick Slab,Nether,rare,,rare
item,minecraft:nether_brick_stairs,Nether Brick Stairs,Nether,rare,,rare
item,minecraft:nether_brick_wall,Nether Brick Wall,Nether,rare,,rare
item,minecraft:nether_bricks,Nether Bricks,Nether,rare,,rare
item,minecraft:quartz,Nether Quartz,Nether,rare,,epic
item,minecraft:nether_sprouts,Nether Sprouts,Nether,rare,,rare
item,minecraft:nether_wart,Nether Wart,Nether,rare,,epic
item,minecraft:polished_basalt,Polished Basalt,Nether,rare,,epic
item,minecraft:polished_blackstone,Polished Blackstone,Nether,rare,,epic
item,minecraft:polished_blackstone_brick_slab,Polished Blackstone Brick Slab,Nether,rare,,epic
item,minecraft:polished_blackstone_brick_stairs,Polished Blackstone Brick Stairs,Nether,rare,,epic
item,minecraft:polished_blackstone_brick_wall,Polished Blackstone Brick Wall,Nether,rare,,epic
item,minecraft:polished_blackstone_bricks,Polished Blackstone Bricks,Nether,rare,,epic
item,minecraft:polished_blackstone_button,Polished Blackstone Button,Nether,rare,,epic
item,minecraft:polished_blackstone_pressure_plate,Polished Blackstone Pressure Plate,Nether,rare,,epic
item,minecraft:polished_blackstone_slab,Polished Blackstone Slab,Nether,rare,,epic
item,minecraft:polished_blackstone_stairs,Polished Blackstone Stairs,Nether,rare,,epic
item,minecraft:polished_blackstone_wall,Polished Blackstone Wall,Nether,rare,,epic
item,minecraft:potion,Potion,Nether,rare,,rare
item,minecraft:quartz_bricks,Quartz Bricks,Nether,rare,,epic
item,minecraft:quartz_pillar,Quartz Pillar,Nether,rare,,epic
item,minecraft:quartz_slab,Quartz Slab,Nether,rare,,epic
item,minecraft:quartz_stairs,Quartz Stairs,Nether,rare,,epic
item,minecraft:shroomlight,Shroomlight,Nether,rare,,epic
item,minecraft:smooth_basalt,Smooth Basalt,Nether,rare,,epic
item,minecraft:smooth_quartz,Smooth Quartz Block,Nether,rare,,epic
item,minecraft:smooth_quartz_slab,Smooth Quartz Slab,Nether,rare,,epic
item,minecraft:smooth_quartz_stairs,Smooth Quartz Stairs,Nether,rare,,epic
item,minecraft:soul_campfire,Soul Campfire,Nether,rare,,epic
item,minecraft:soul_lantern,Soul Lantern,Nether,rare,,epic
item,minecraft:soul_sand,Soul Sand,Nether,rare,,epic
item,minecraft:soul_soil,Soul Soil,Nether,rare,,epic
item,minecraft:soul_torch,Soul Torch,Nether,rare,,epic
item,minecraft:spectral_arrow,Spectral Arrow,Nether,rare,,rare
item,minecraft:splash_potion,Splash Potion,Nether,rare,,rare
item,minecraft:stripped_crimson_hyphae,Stripped Crimson Hyphae,Nether,rare,,epic
item,minecraft:stripped_crimson_stem,Stripped Crimson Stem,Nether,rare,,epic
item,minecraft:stripped_warped_hyphae,Stripped Warped Hyphae,Nether,rare,,epic
item,minecraft:stripped_warped_stem,Stripped Warped Stem,Nether,rare,,epic
item,minecraft:twisting_vines,Twisting Vines,Nether,rare,,epic
item,minecraft:warped_button,Warped Button,Nether,rare,,epic
item,minecraft:warped_door,Warped Door,Nether,rare,,epic
item,minecraft:warped_fence,Warped Fence,Nether,rare,,epic
item,minecraft:warped_fence_gate,Warped Fence Gate,Nether,rare,,epic
item,minecraft:warped_fungus,Warped Fungus,Nether,rare,,epic
item,minecraft:warped_fungus_on_a_stick,Warped Fungus on a Stick,Nether,rare,,epic
item,minecraft:warped_hanging_sign,Warped Hanging Sign,Nether,rare,,epic
item,minecraft:warped_hyphae,Warped Hyphae,Nether,rare,,epic
item,minecraft:warped_planks,Warped Planks,Nether,rare,,epic
item,minecraft:warped_pressure_plate,Warped Pressure Plate,Nether,rare,,epic
item,minecraft:warped_roots,Warped Roots,Nether,rare,,epic
item,minecraft:warped_shelf,Warped Shelf,Nether,rare,,epic
item,minecraft:warped_sign,Warped Sign,Nether,rare,,epic
item,minecraft:warped_slab,Warped Slab,Nether,rare,,epic
item,minecraft:warped_stairs,Warped Stairs,Nether,rare,,epic
item,minecraft:warped_stem,Warped Stem,Nether,rare,,epic
item,minecraft:warped_trapdoor,Warped Trapdoor,Nether,rare,,epic
item,minecraft:warped_wart_block,Warped Wart Block,Nether,rare,,epic
item,minecraft:weeping_vines,Weeping Vines,Nether,rare,,epic
item,minecraft:magma_block,Magma Block,Nether,uncommon,,epic
item,minecraft:netherrack,Netherrack,Nether,uncommon,,rare
item,minecraft:dark_prismarine_slab,Dark Prismarine Slab,Ocean,epic,,rare
item,minecraft:prismarine_brick_slab,Prismarine Brick Slab,Ocean,epic,,rare
item,minecraft:prismarine_slab,Prismarine Slab,Ocean,epic,,rare
item,minecraft:sponge,Sponge,Ocean,epic,,legendary
item,minecraft:wet_sponge,Wet Sponge,Ocean,epic,,legendary
item,minecraft:dark_prismarine,Dark Prismarine,Ocean,rare,,rare
item,minecraft:dark_prismarine_stairs,Dark Prismarine Stairs,Ocean,rare,,rare
item,minecraft:prismarine,Prismarine,Ocean,rare,,rare
item,minecraft:prismarine_brick_stairs,Prismarine Brick Stairs,Ocean,rare,,rare
item,minecraft:prismarine_bricks,Prismarine Bricks,Ocean,rare,,rare
item,minecraft:prismarine_crystals,Prismarine Crystals,Ocean,rare,,rare
item,minecraft:prismarine_shard,Prismarine Shard,Ocean,rare,,rare
item,minecraft:prismarine_stairs,Prismarine Stairs,Ocean,rare,,rare
item,minecraft:prismarine_wall,Prismarine Wall,Ocean,rare,,rare
item,minecraft:sea_lantern,Sea Lantern,Ocean,rare,,epic
item,minecraft:sea_pickle,Sea Pickle,Ocean,rare,,rare
item,minecraft:dried_kelp,Dried Kelp,Ocean,uncommon,,uncommon
item,minecraft:dried_kelp_block,Dried Kelp Block,Ocean,uncommon,,uncommon
item,minecraft:kelp,Kelp,Ocean,uncommon,,common
item,minecraft:seagrass,Seagrass,Ocean,uncommon,,common
item,minecraft:birch_button,Birch Button,Redstone,common,,common
item,minecraft:birch_pressure_plate,Birch Pressure Plate,Redstone,common,,common
item,minecraft:lever,Lever,Redstone,common,,common
item,minecraft:oak_button,Oak Button,Redstone,common,,common
item,minecraft:oak_pressure_plate,Oak Pressure Plate,Redstone,common,,common
item,minecraft:stone_button,Stone Button,Redstone,common,,uncommon
item,minecraft:stone_pressure_plate,Stone Pressure Plate,Redstone,common,,uncommon
item,minecraft:sculk_sensor,Sculk Sensor,Redstone,legendary,,mythic
item,minecraft:mangrove_button,Mangrove Button,Redstone,rare,,uncommon
item,minecraft:mangrove_pressure_plate,Mangrove Pressure Plate,Redstone,rare,,uncommon
item,minecraft:tnt_minecart,Minecart with TNT,Redstone,rare,,rare
item,minecraft:note_block,Note Block,Redstone,rare,,uncommon
item,minecraft:observer,Observer,redstone,rare,,epic
item,minecraft:sticky_piston,Sticky Piston,Redstone,rare,,rare
item,minecraft:acacia_button,Acacia Button,Redstone,uncommon,,uncommon
item,minecraft:acacia_pressure_plate,Acacia Pressure Plate,Redstone,uncommon,,uncommon
item,minecraft:activator_rail,Activator Rail,Redstone,uncommon,,rare
item,minecraft:compass,Compass,Redstone,uncommon,,uncommon
item,minecraft:dark_oak_button,Dark Oak Button,Redstone,uncommon,,uncommon
item,minecraft:dark_oak_pressure_plate,Dark Oak Pressure Plate,Redstone,uncommon,,uncommon
item,minecraft:detector_rail,Detector Rail,Redstone,uncommon,,rare
item,minecraft:dispenser,Dispenser,Redstone,uncommon,,uncommon
item,minecraft:dropper,Dropper,Redstone,uncommon,,ucommon
item,minecraft:heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,Redstone,uncommon,,ucommon
item,minecraft:hopper,Hopper,Redstone,uncommon,,ucommon
item,minecraft:jungle_button,Jungle Button,Redstone,uncommon,,ucommon
item,minecraft:jungle_pressure_plate,Jungle Pressure Plate,Redstone,uncommon,,ucommon
item,minecraft:light_weighted_pressure_plate,Light Weighted Pressure Plate,Redstone,uncommon,,ucommon
item,minecraft:hopper_minecart,Minecart with Hopper,Redstone,uncommon,,uncommon
item,minecraft:piston,Piston,Redstone,uncommon,,uncommon
item,minecraft:powered_rail,Powered Rail,Redstone,uncommon,,rare
item,minecraft:rail,Rail,Redstone,uncommon,,uncommon
item,minecraft:comparator,Redstone Comparator,Redstone,uncommon,,epic
item,minecraft:redstone,Redstone Dust,Redstone,uncommon,,uncommon
item,minecraft:redstone_lamp,Redstone Lamp,Redstone,uncommon,,uncommon
item,minecraft:repeater,Redstone Repeater,Redstone,uncommon,,uncommon
item,minecraft:spruce_button,Spruce Button,Redstone,uncommon,,common
item,minecraft:spruce_pressure_plate,Spruce Pressure Plate,Redstone,uncommon,,common
item,minecraft:target,Target,Redstone,uncommon,,uncommon
item,minecraft:tnt,TNT,Redstone,uncommon,,uncommon
item,minecraft:trapped_chest,Trapped Chest,Redstone,uncommon,,uncommon
item,minecraft:tripwire_hook,Tripwire Hook,redstone,uncommon,,uncommon
item,minecraft:angler_pottery_sherd,Angler Pottery Sherd,Sherd,epic,,
item,minecraft:archer_pottery_sherd,Archer Pottery Sherd,Sherd,epic,,
item,minecraft:arms_up_pottery_sherd,Arms Up Pottery Sherd,Sherd,epic,,
item,minecraft:blade_pottery_sherd,Blade Pottery Sherd,Sherd,epic,,
item,minecraft:brewer_pottery_sherd,Brewer Pottery Sherd,Sherd,epic,,
item,minecraft:explorer_pottery_sherd,Explorer Pottery Sherd,Sherd,epic,,
item,minecraft:miner_pottery_sherd,Miner Pottery Sherd,Sherd,epic,,
item,minecraft:mourner_pottery_sherd,Mourner Pottery Sherd,Sherd,epic,,
item,minecraft:plenty_pottery_sherd,Plenty Pottery Sherd,Sherd,epic,,
item,minecraft:prize_pottery_sherd,Prize Pottery Sherd,Sherd,epic,,
item,minecraft:shelter_pottery_sherd,Shelter Pottery Sherd,Sherd,epic,,
item,minecraft:skull_pottery_sherd,Skull Pottery Sherd,Sherd,epic,,
item,minecraft:snort_pottery_sherd,Snort Pottery Sherd,Sherd,epic,,
item,minecraft:burn_pottery_sherd,Burn Pottery Sherd,Sherd,mythic,,
item,minecraft:danger_pottery_sherd,Danger Pottery Sherd,Sherd,mythic,,
item,minecraft:flow_pottery_sherd,Flow Pottery Sherd,Sherd,mythic,,
item,minecraft:friend_pottery_sherd,Friend Pottery Sherd,Sherd,mythic,,
item,minecraft:guster_pottery_sherd,Guster Pottery Sherd,Sherd,mythic,,
item,minecraft:heart_pottery_sherd,Heart Pottery Sherd,Sherd,mythic,,
item,minecraft:heartbreak_pottery_sherd,Heartbreak Pottery Sherd,Sherd,mythic,,
item,minecraft:howl_pottery_sherd,Howl Pottery Sherd,Sherd,mythic,,
item,minecraft:scrape_pottery_sherd,Scrape Pottery Sherd,Sherd,mythic,,
item,minecraft:sheaf_pottery_sherd,Sheaf Pottery Sherd,Sherd,mythic,,
item,minecraft:brick,Brick,Shovel,common,,uncommon
item,minecraft:chiseled_sandstone,Chiseled Sandstone,Shovel,common,,uncommon
item,minecraft:clay,Clay,Shovel,common,,common
item,minecraft:clay_ball,Clay Ball,Shovel,common,,common
item,minecraft:cut_sandstone,Cut Sandstone,Shovel,common,,common
item,minecraft:cut_sandstone_slab,Cut Sandstone Slab,Shovel,common,,uncommon
item,minecraft:decorated_pot,Decorated Pot,Shovel,common,,uncommon
item,minecraft:dirt,Dirt,Shovel,common,,common
item,minecraft:fletching_table,Fletching Table,Shovel,common,,uncommon
item,minecraft:flint,Flint,Shovel,common,,common
item,minecraft:flower_pot,Flower Pot,Shovel,common,,uncommon
item,minecraft:short_grass,Grass,Shovel,common,,
item,minecraft:gravel,Gravel,Shovel,common,,common
item,minecraft:sand,Sand,Shovel,common,,common
item,minecraft:sandstone,Sandstone,Shovel,common,,common
item,minecraft:sandstone_slab,Sandstone Slab,Shovel,common,,uncommon
item,minecraft:sandstone_stairs,Sandstone Stairs,Shovel,common,,uncommon
item,minecraft:sandstone_wall,Sandstone Wall,Shovel,common,,uncommon
item,minecraft:smooth_sandstone,Smooth Sandstone,Shovel,common,,uncommon
item,minecraft:smooth_sandstone_slab,Smooth Sandstone Slab,Shovel,common,,uncommon
item,minecraft:smooth_sandstone_stairs,Smooth Sandstone Stairs,Shovel,common,,uncommon
item,minecraft:grass_block,Grass Block,Shovel,epic,,epic
item,minecraft:mycelium,Mycelium,Shovel,epic,,mythic
item,minecraft:podzol,Podzol,Shovel,epic,,mythic
item,minecraft:chiseled_red_sandstone,Chiseled Red Sandstone,Shovel,rare,,rare
item,minecraft:coarse_dirt,Coarse Dirt,Shovel,rare,,uncommon
item,minecraft:cut_red_sandstone,Cut Red Sandstone,Shovel,rare,,rare
item,minecraft:cut_red_sandstone_slab,Cut Red Sandstone Slab,Shovel,rare,,rare
item,minecraft:red_sand,Red Sand,Shovel,rare,,uncommon
item,minecraft:red_sandstone,Red Sandstone,Shovel,rare,,uncommon
item,minecraft:red_sandstone_slab,Red Sandstone Slab,Shovel,rare,,rare
item,minecraft:red_sandstone_stairs,Red Sandstone Stairs,Shovel,rare,,rare
item,minecraft:red_sandstone_wall,Red Sandstone Wall,Shovel,rare,,rare
item,minecraft:rooted_dirt,Rooted Dirt,Shovel,rare,,rare
item,minecraft:smooth_red_sandstone,Smooth Red Sandstone,Shovel,rare,,rare
item,minecraft:smooth_red_sandstone_slab,Smooth Red Sandstone Slab,Shovel,rare,,rare
item,minecraft:smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,Shovel,rare,,rare
item,minecraft:brick_slab,Brick Slab,Shovel,uncommon,,uncommon
item,minecraft:brick_stairs,Brick Stairs,Shovel,uncommon,,uncommon
item,minecraft:brick_wall,Brick Wall,Shovel,uncommon,,uncommon
item,minecraft:bricks,Bricks,Shovel,uncommon,,uncommon
item,minecraft:mud,Mud,Shovel,uncommon,,uncommon
item,minecraft:mud_brick_slab,Mud Brick Slab,Shovel,uncommon,,uncommon
item,minecraft:mud_brick_stairs,Mud Brick Stairs,shovel,uncommon,,uncommon
item,minecraft:mud_brick_wall,Mud Brick Wall,Shovel,uncommon,,uncommon
item,minecraft:mud_bricks,Mud Bricks,Shovel,uncommon,,uncommon
item,minecraft:packed_mud,Packed Mud,Shovel,uncommon,,uncommon
item,minecraft:snow_block,Snow Block,Shovel,uncommon,,uncommon
item,minecraft:snowball,Snowball,Shovel,uncommon,,uncommon
item,minecraft:black_shulker_box,Black Shulker Box,Shulker,mythic,,mythic
item,minecraft:blue_shulker_box,Blue Shulker Box,Shulker,mythic,,mythic
item,minecraft:brown_shulker_box,Brown Shulker Box,Shulker,mythic,,mythic
item,minecraft:cyan_shulker_box,Cyan Shulker Box,Shulker,mythic,,mythic
item,minecraft:gray_shulker_box,Gray Shulker Box,Shulker,mythic,,mythic
item,minecraft:green_shulker_box,Green Shulker Box,Shulker,mythic,,mythic
item,minecraft:light_blue_shulker_box,Light Blue Shulker Box,Shulker,mythic,,mythic
item,minecraft:light_gray_shulker_box,Light Gray Shulker Box,Shulker,mythic,,mythic
item,minecraft:lime_shulker_box,Lime Shulker Box,Shulker,mythic,,mythic
item,minecraft:magenta_shulker_box,Magenta Shulker Box,Shulker,mythic,,mythic
item,minecraft:orange_shulker_box,Orange Shulker Box,Shulker,mythic,,mythic
item,minecraft:pink_shulker_box,Pink Shulker Box,Shulker,mythic,,mythic
item,minecraft:purple_shulker_box,Purple Shulker Box,Shulker,mythic,,mythic
item,minecraft:red_shulker_box,Red Shulker Box,Shulker,mythic,,mythic
item,minecraft:shulker_box,Shulker Box,Shulker,mythic,,mythic
item,minecraft:white_shulker_box,White Shulker Box,Shulker,mythic,,mythic
item,minecraft:yellow_shulker_box,Yellow Shulker Box,Shulker,mythic,,mythic
item,minecraft:andesite,Andesite,Stone,common,,common
item,minecraft:andesite_slab,Andesite Slab,Stone,common,,uncommon
item,minecraft:andesite_stairs,Andesite Stairs,Stone,common,,uncommon
item,minecraft:andesite_wall,Andesite Wall,Stone,common,,uncommon
item,minecraft:chiseled_deepslate,Chiseled Deepslate,Stone,common,,rare
item,minecraft:chiseled_stone_bricks,Chiseled Stone Bricks,Stone,common,,rare
item,minecraft:cobbled_deepslate,Cobbled Deepslate,Stone,common,,rare
item,minecraft:cobbled_deepslate_slab,Cobbled Deepslate Slab,Stone,common,,rare
item,minecraft:cobbled_deepslate_stairs,Cobbled Deepslate Stairs,Stone,common,,rare
item,minecraft:cobbled_deepslate_wall,Cobbled Deepslate Wall,Stone,common,,rare
item,minecraft:cobblestone,Cobblestone,Stone,common,,common
item,minecraft:cobblestone_slab,Cobblestone Slab,Stone,common,,uncommon
item,minecraft:cobblestone_stairs,Cobblestone Stairs,Stone,common,,uncommon
item,minecraft:cobblestone_wall,Cobblestone Wall,Stone,common,,uncommon
item,minecraft:cracked_deepslate_bricks,Cracked Deepslate Bricks,Stone,common,,rare
item,minecraft:cracked_deepslate_tiles,Cracked Deepslate Tiles,Stone,common,,rare
item,minecraft:cracked_stone_bricks,Cracked Stone Bricks,Stone,common,,uncommon
item,minecraft:deepslate,Deepslate,Stone,common,,rare
item,minecraft:deepslate_brick_slab,Deepslate Brick Slab,Stone,common,,rare
item,minecraft:deepslate_brick_stairs,Deepslate Brick Stairs,Stone,common,,rare
item,minecraft:deepslate_brick_wall,Deepslate Brick Wall,Stone,common,,rare
item,minecraft:deepslate_bricks,Deepslate Bricks,Stone,common,,rare
item,minecraft:deepslate_tile_slab,Deepslate Tile Slab,Stone,common,,rare
item,minecraft:deepslate_tile_stairs,Deepslate Tile Stairs,Stone,common,,rare
item,minecraft:deepslate_tile_wall,Deepslate Tile Wall,Stone,common,,rare
item,minecraft:deepslate_tiles,Deepslate Tiles,Stone,common,,rare
item,minecraft:diorite,Diorite,Stone,common,,common
item,minecraft:diorite_slab,Diorite Slab,Stone,common,,uncommon
item,minecraft:diorite_stairs,Diorite Stairs,Stone,common,,uncommon
item,minecraft:diorite_wall,Diorite Wall,Stone,common,,uncommon
item,minecraft:granite,Granite,Stone,common,,common
item,minecraft:granite_slab,Granite Slab,Stone,common,,uncommon
item,minecraft:granite_stairs,Granite Stairs,Stone,common,,uncommon
item,minecraft:granite_wall,Granite Wall,Stone,common,,uncommon
item,minecraft:grindstone,Grindstone,Stone,common,,uncommon
item,minecraft:polished_andesite,Polished Andesite,Stone,common,,uncommon
item,minecraft:polished_andesite_slab,Polished Andesite Slab,Stone,common,,uncommon
item,minecraft:polished_andesite_stairs,Polished Andesite Stairs,Stone,common,,uncommon
item,minecraft:polished_deepslate,Polished Deepslate,Stone,common,,uncommon
item,minecraft:polished_deepslate_slab,Polished Deepslate Slab,Stone,common,,uncommon
item,minecraft:polished_deepslate_stairs,Polished Deepslate Stairs,Stone,common,,uncommon
item,minecraft:polished_deepslate_wall,Polished Deepslate Wall,Stone,common,,uncommon
item,minecraft:polished_diorite,Polished Diorite,Stone,common,,uncommon
item,minecraft:polished_diorite_slab,Polished Diorite Slab,Stone,common,,uncommon
item,minecraft:polished_diorite_stairs,Polished Diorite Stairs,Stone,common,,uncommon
item,minecraft:polished_granite,Polished Granite,Stone,common,,uncommon
item,minecraft:polished_granite_slab,Polished Granite Slab,Stone,common,,uncommon
item,minecraft:polished_granite_stairs,Polished Granite Stairs,Stone,common,,uncommon
item,minecraft:smoker,Smoker,Stone,common,,uncommon
item,minecraft:smooth_stone,Smooth Stone,Stone,common,,uncommon
item,minecraft:smooth_stone_slab,Smooth Stone Slab,Stone,common,,uncommon
item,minecraft:stone,Stone,Stone,common,,uncommon
item,minecraft:stone_axe,Stone Axe,Stone,common,,uncommon
item,minecraft:stone_brick_slab,Stone Brick Slab,Stone,common,,uncommon
item,minecraft:stone_brick_stairs,Stone Brick Stairs,Stone,common,,uncommon
item,minecraft:stone_brick_wall,Stone Brick Wall,Stone,common,,uncommon
item,minecraft:stone_bricks,Stone Bricks,Stone,common,,uncommon
item,minecraft:stone_hoe,Stone Hoe,Stone,common,,uncommon
item,minecraft:stone_pickaxe,Stone Pickaxe,Stone,common,,uncommon
item,minecraft:stone_shovel,Stone Shovel,Stone,common,,uncommon
item,minecraft:stone_slab,Stone Slab,Stone,common,,uncommon
item,minecraft:stone_spear,Stone Spear,Stone,common,,uncommon
item,minecraft:stone_stairs,Stone Stairs,Stone,common,,uncommon
item,minecraft:stone_sword,Stone Sword,Stone,common,,uncommon
item,minecraft:stonecutter,Stonecutter,Stone,common,,uncommon
item,minecraft:tuff,Tuff,Stone,common,,rare
item,minecraft:dripstone_block,Dripstone Block,Stone,rare,,rare
item,minecraft:armor_stand,Armor Stand,Stone,uncommon,,uncommon
item,minecraft:calcite,Calcite,Stone,uncommon,,rare
item,minecraft:chiseled_tuff,Chiseled Tuff,Stone,uncommon,,rare
item,minecraft:chiseled_tuff_bricks,Chiseled Tuff Bricks,Stone,uncommon,,rare
item,minecraft:mossy_cobblestone,Mossy Cobblestone,Stone,uncommon,,uncommon
item,minecraft:mossy_cobblestone_slab,Mossy Cobblestone Slab,Stone,uncommon,,rare
item,minecraft:mossy_cobblestone_stairs,Mossy Cobblestone Stairs,Stone,uncommon,,rare
item,minecraft:mossy_cobblestone_wall,Mossy Cobblestone Wall,Stone,uncommon,,rare
item,minecraft:mossy_stone_brick_slab,Mossy Stone Brick Slab,Stone,uncommon,,uncommon
item,minecraft:mossy_stone_brick_stairs,Mossy Stone Brick Stairs,Stone,uncommon,,uncommon
item,minecraft:mossy_stone_brick_wall,Mossy Stone Brick Wall,Stone,uncommon,,uncommon
item,minecraft:mossy_stone_bricks,Mossy Stone Bricks,Stone,uncommon,,uncommon
item,minecraft:polished_tuff,Polished Tuff,Stone,uncommon,,rare
item,minecraft:polished_tuff_slab,Polished Tuff Slab,Stone,uncommon,,rare
item,minecraft:polished_tuff_stairs,Polished Tuff Stairs,Stone,uncommon,,rare
item,minecraft:polished_tuff_wall,Polished Tuff Wall,Stone,uncommon,,rare
item,minecraft:tuff_brick_slab,Tuff Brick Slab,Stone,uncommon,,rare
item,minecraft:tuff_brick_stairs,Tuff Brick Stairs,Stone,uncommon,,rare
item,minecraft:tuff_brick_wall,Tuff Brick Wall,Stone,uncommon,,rare
item,minecraft:tuff_bricks,Tuff Bricks,Stone,uncommon,,rare
item,minecraft:tuff_slab,Tuff Slab,Stone,uncommon,,rare
item,minecraft:tuff_stairs,Tuff Stairs,Stone,uncommon,,rare
item,minecraft:tuff_wall,Tuff Wall,Stone,uncommon,,rare
item,minecraft:dune_armor_trim_smithing_template,Dune Armor Trim Smithing Template,Template,epic,,epic
item,minecraft:netherite_upgrade_smithing_template,Netherite Upgrade Smithing Template,Template,epic,,legendary
item,minecraft:rib_armor_trim_smithing_template,Rib Armor Trim Smithing Template,Template,epic,,epic
item,minecraft:sentry_armor_trim_smithing_template,Sentry Armor Trim Smithing Template,Template,epic,,epic
item,minecraft:snout_armor_trim_smithing_template,Snout Armor Trim Smithing Template,Template,epic,,legendary
item,minecraft:wild_armor_trim_smithing_template,Wild Armor Trim Smithing Template,Template,epic,,epic
item,minecraft:bolt_armor_trim_smithing_template,Bolt Armor Trim Smithing Template,Template,legendary,,legendary
item,minecraft:flow_armor_trim_smithing_template,Flow Armor Trim Smithing Template,Template,legendary,,legendary
item,minecraft:silence_armor_trim_smithing_template,Silence Armor Trim Smithing Template,Template,legendary,,mythic
item,minecraft:tide_armor_trim_smithing_template,Tide Armor Trim Smithing Template,Template,legendary,,legendary
item,minecraft:vex_armor_trim_smithing_template,Vex Armor Trim Smithing Template,Template,legendary,,legendary
item,minecraft:ward_armor_trim_smithing_template,Ward Armor Trim Smithing Template,Template,legendary,,mythic
item,minecraft:eye_armor_trim_smithing_template,Eye Armor Trim Smithing Template,Template,mythic,,mythic
item,minecraft:host_armor_trim_smithing_template,Host Armor Trim Smithing Template,Template,mythic,,
item,minecraft:raiser_armor_trim_smithing_template,Raiser Armor Trim Smithing Template,Template,mythic,,
item,minecraft:shaper_armor_trim_smithing_template,Shaper Armor Trim Smithing Template,Template,mythic,,
item,minecraft:spire_armor_trim_smithing_template,Spire Armor Trim Smithing Template,Template,mythic,,mythic
item,minecraft:wayfinder_armor_trim_smithing_template,Wayfinder Armor Trim Smithing Template,Template,mythic,,
item,minecraft:coast_armor_trim_smithing_template,Coast Armor Trim Smithing Template,Template,rare,,rare
item,minecraft:brown_glazed_terracotta,Brown Glazed Terracotta,Terracotta,rare,,rare
item,minecraft:brown_terracotta,Brown Terracotta,Terracotta,rare,,rare
item,minecraft:cyan_glazed_terracotta,Cyan Glazed Terracotta,Terracotta,rare,,rare
item,minecraft:cyan_terracotta,Cyan Terracotta,Terracotta,rare,,rare
item,minecraft:green_glazed_terracotta,Green Glazed Terracotta,Terracotta,rare,,rare
item,minecraft:green_terracotta,Green Terracotta,Terracotta,rare,,rare
item,minecraft:lime_glazed_terracotta,Lime Glazed Terracotta,Terracotta,rare,,rare
item,minecraft:lime_terracotta,Lime Terracotta,Terracotta,rare,,rare
item,minecraft:black_glazed_terracotta,Black Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:black_terracotta,Black Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:blue_glazed_terracotta,Blue Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:blue_terracotta,Blue Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:gray_glazed_terracotta,Gray Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:gray_terracotta,Gray Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:light_blue_glazed_terracotta,Light Blue Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:light_blue_terracotta,Light Blue Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:light_gray_glazed_terracotta,Light Gray Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:light_gray_terracotta,Light Gray Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:magenta_glazed_terracotta,Magenta Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:magenta_terracotta,Magenta Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:orange_glazed_terracotta,Orange Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:orange_terracotta,Orange Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:pink_glazed_terracotta,Pink Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:pink_terracotta,Pink Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:purple_glazed_terracotta,Purple Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:purple_terracotta,Purple Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:red_glazed_terracotta,Red Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:red_terracotta,Red Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:terracotta,Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:white_glazed_terracotta,White Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:white_terracotta,White Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:yellow_glazed_terracotta,Yellow Glazed Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:yellow_terracotta,Yellow Terracotta,Terracotta,uncommon,,uncommon
item,minecraft:barrel,Barrel,Wood,common,,uncommon
item,minecraft:birch_boat,Birch Boat,Wood,common,,uncommon
item,minecraft:birch_chest_boat,Birch Boat with Chest,Wood,common,,uncommon
item,minecraft:birch_door,Birch Door,Wood,common,,uncommon
item,minecraft:birch_fence,Birch Fence,Wood,common,,uncommon
item,minecraft:birch_fence_gate,Birch Fence Gate,Wood,common,,uncommon
item,minecraft:birch_leaves,Birch Leaves,Wood,common,,
item,minecraft:birch_log,Birch Log,Wood,common,,common
item,minecraft:birch_planks,Birch Planks,Wood,common,,common
item,minecraft:birch_sapling,Birch Sapling,Wood,common,,common
item,minecraft:birch_shelf,Birch Shelf,Wood,common,,uncommon
